product_id|key|value
927|"Frame for tv samsung 55 ""vg-SCFT55WT White"|TRUE
928|"Frame for tv samsung 55 ""VG-SCFT55BE Beige"|TRUE
929|"Frame for tv samsung 75 ""VG-SCFT75BE Beige"|TRUE
930|"Frame for tv samsung 65 ""VG-SCFT65BE Beige"|TRUE
931|"Frame for tv samsung 75 ""VG-SCFA75WTBXC White"|TRUE
932|"Frame for tv samsung 75 ""VG-SCFA75TKBXC BEIGE"|TRUE
933|"Frame for tv samsung 75 ""VG-SCFT75BW Brown"|TRUE
934|"Frame for tv samsung 75 ""VG-SCFT75WT White"|TRUE
935|"55 ""(139.7cm) Qled Frame 4K Smart TV"|TRUE
935|Resolution|3 840 x 2 160
935|Refresh rate|100Hz
935|Anti-reflection|MAT Screen
935|Quantum 4K processor|TRUE
935|Dual LED|TRUE
935|3500Hz PQI Picture Quality Index|TRUE
935|Operating System Tizen ™|TRUE
935|Superior UHD Dimming|TRUE
935|Filmmaker Mode (FMM)|TRUE
935|Q-Symphony|TRUE
935|Audio output (RMS)|40 w
935|Adaptive sound +|TRUE
935|Ambient mode|TRUE
935|Wifi 5|TRUE
935|4xhdmi|TRUE
935|2xusb|TRUE
935|Ci slot|TRUE
935|LAN|TRUE
935|EARC|TRUE
935|Bluetooth v5.2|TRUE
935|DVB-T2/C/S2|TRUE
935|Built-in Wi-Fi|TRUE
936|"Frame for tv samsung 75 ""VG-SCFA75BWBXC Brown"|TRUE
937|"55 ""(139.7cm) Qled Frame 4K Smart TV"|TRUE
937|Resolution|3 840 x 2 160
937|Refresh rate|120Hz
937|Anti-reflection|MAT Screen
937|Quantum 4K processor|TRUE
937|Quantum HDR|TRUE
937|HDR 10+|TRUE
937|Dual LED|TRUE
937|Operating System Tizen ™|TRUE
937|Q-Symphony|TRUE
937|Audio output (RMS)|40 w
937|Channels|2.0.2
937|Dolby atmos|TRUE
937|Adaptive sound +|TRUE
937|Object Tracking Sound|TRUE
937|Ambient mode|TRUE
937|4xhdmi|TRUE
937|2xusb|TRUE
937|Ci slot|TRUE
937|LAN|TRUE
937|EARC|TRUE
937|Bluetooth v5.2|TRUE
937|DVB-T2/C/S2|TRUE
937|Built-in Wi-Fi|TRUE
938|Mobile phone|TRUE
938|Android 12  one ui core 4|TRUE
938|Screen|6.5” (720 x 1600) Pls LCD 90h
938|Cpu|Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
938|Internal memory|TRUE
938|ROM memory|32GB
938|RAM|3GB
938|Primary camera|TRUE
938|50 MP  f/1.8  (Wide)  PDAF|TRUE
938|2 MP  f/2.4  (macro)|TRUE
938|2 MP  f/2.4  (depth)|TRUE
938|Secondary camera|TRUE
938|5 MP  f/2.2  (Wide)|TRUE
938|Wi-Fi 802.11 A/B/G/N/AC  DUAL-BAND  Wi-Fi Direct  Hotspot|TRUE
938|Bluetooth 5.0  A2DP  LE|TRUE
938|GPS with A-GPS  GLONASS  BDS  Galileo  qzss|TRUE
938|USB Type-C 2.0|TRUE
938|Battery|Li-Po 5000 mAh
939|Mobile phone|TRUE
939|Android 13|TRUE
939|Screen|6.7” (1080x2400) Pls LCD 90Hz
939|Cpu|Qualcomm SM6225 Snapdragon 680 4G (6 nm)
939|Octa-core|4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver
939|GPU|Adreno 610
939|Internal memory|TRUE
939|ROM memory|64GB
939|RAM|4GB
939|Primary camera|TRUE
939|50 MP|f/1.8 (Wide) AF
939|2 MP|f/2.4 (macro)
939|Secondary camera|TRUE
939|13 MP|f/2.0
939|Wi-fi|802.11 A/B/G/N/AC DUAL-BAND Wi-Fi Direct
939|Bluetooth|5.1 A2DP Le
939|GPS|TRUE
939|Glonass|TRUE
939|Galileo|TRUE
939|BDS|TRUE
939|Qzs|TRUE
939|USB Type-C|2.0
939|Battery|Li-Po 5000 mAh
940|Wireless Power of The Freestyle for greater flexibility|TRUE
940|Battery|32 000 mAh / 3.6 V
940|2 USB-C ports simultaneously power the compatible mobile device|TRUE
940|Compact design|TRUE
940|Dimensions|99.0 x 91.3 x 99.6 mm
940|Weight|0.9 kg
941|Mobile phone|TRUE
941|Android 13|TRUE
941|Screen|6.7” (1080x2400) Pls LCD 90Hz
941|Cpu|Qualcomm SM6225 Snapdragon 680 4G (6 nm)
941|Octa-core|4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver
941|GPU|Adreno 610
941|Internal memory|TRUE
941|ROM memory|64GB
941|RAM|4GB
941|Primary camera|TRUE
941|50 MP|f/1.8 (Wide) AF
941|2 MP|f/2.4 (macro)
941|Secondary camera|TRUE
941|13 MP|f/2.0
941|Wi-fi|802.11 A/B/G/N/AC DUAL-BAND Wi-Fi Direct
941|Bluetooth|5.1 A2DP Le
941|GPS|TRUE
941|Glonass|TRUE
941|Galileo|TRUE
941|BDS|TRUE
941|Qzs|TRUE
941|USB Type-C|2.0
941|Battery|Li-Po 5000 mAh
942|"75 ""(190.5cm) Qled Frame 4K Smart TV"|TRUE
942|Resolution|3 840 x 2 160
942|Quantum 4K processor|TRUE
942|Dual LED|TRUE
942|3100Hz PQI Picture Quality Index|TRUE
942|Operating System Tizen ™|TRUE
942|Superior UHD Dimming|TRUE
942|Filmmaker Mode (FMM)|TRUE
942|Q-Symphony|TRUE
942|Audio output (RMS)|20 w
942|Adaptive sound +|TRUE
942|Ambient mode +|TRUE
942|Wifi dex|TRUE
942|4xhdmi|TRUE
942|2xusb|TRUE
942|Ci slot|TRUE
942|LAN|TRUE
942|EARC|TRUE
942|Bluetooth v5.2|TRUE
942|DVB-T2/C/S2|TRUE
942|Built-in Wi-Fi|TRUE
943|Mobile phone|TRUE
943|Android 13|TRUE
943|Screen|6.7” (1080x2400) Pls LCD 90Hz
943|Cpu|Qualcomm SM6225 Snapdragon 680 4G (6 nm)
943|Octa-core|4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver
943|GPU|Adreno 610
943|Internal memory|TRUE
943|ROM memory|64GB
943|RAM|4GB
943|Primary camera|TRUE
943|50 MP|f/1.8 (Wide) AF
943|2 MP|f/2.4 (macro)
943|Secondary camera|TRUE
943|13 MP|f/2.0
943|Wi-fi|802.11 A/B/G/N/AC DUAL-BAND Wi-Fi Direct
943|Bluetooth|5.1 A2DP Le
943|GPS|TRUE
943|Glonass|TRUE
943|Galileo|TRUE
943|BDS|TRUE
943|Qzs|TRUE
943|USB Type-C|2.0
943|Battery|Li-Po 5000 mAh
944|"65 ""(165.1cm) 4k Qled Uhd Smart TV"|TRUE
944|Resolution|3 840 x 2.160
944|3500Hz PQI Picture Quality Index|TRUE
944|Quantum processor 4K|TRUE
944|Slim Design|TRUE
944|Dolby Atmos®|TRUE
944|Operating system|Tizen™
944|Quantum HDR|TRUE
944|Ai Upscale|TRUE
944|Filmmaker Mode (FMM)|TRUE
944|Q-Symphony|TRUE
944|Audio output (RMS)|40 w
944|Speaker type|2.0.2 CH
944|Adaptive sound|TRUE
944|Ambient mode|TRUE
944|Wifi dex|TRUE
944|Freesync Premium Pro|TRUE
944|Motion Detection (Frame)|TRUE
944|Built -in wireless|Wifi5
944|Bluetooth|Bt5.2
944|4 x HDMI|TRUE
944|2 x USB|TRUE
944|LAN|TRUE
944|EARC|TRUE
944|Ci+|TRUE
944|Bluetooth v5.2|TRUE
944|DVB-T2CS2 x 2|TRUE
945|Mobile phone|TRUE
945|Android 12  one ui core 4|TRUE
945|Screen|6.5” (720 x 1600) Pls LCD 90h
945|Cpu|Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
945|Internal memory|TRUE
945|ROM memory|32GB
945|RAM|3GB
945|Primary camera|TRUE
945|50 MP  f/1.8  (Wide)  PDAF|TRUE
945|2 MP  f/2.4  (macro)|TRUE
945|2 MP  f/2.4  (depth)|TRUE
945|Secondary camera|TRUE
945|5 MP  f/2.2  (Wide)|TRUE
945|Wi-Fi 802.11 A/B/G/N/AC  DUAL-BAND  Wi-Fi Direct  Hotspot|TRUE
945|Bluetooth 5.0  A2DP  LE|TRUE
945|GPS with A-GPS  GLONASS  BDS  Galileo  qzss|TRUE
945|USB Type-C 2.0|TRUE
945|Battery|Li-Po 5000 mAh
946|Gaming Mouse|TRUE
946|Resolution|500/1000/2000/3000/5000 dpi
946|USB connector|TRUE
947|Gaming Mouse|TRUE
947|Resolution|100 to 12400 dpi
947|7 buttons|TRUE
947|RGB lighting|TRUE
948|Mouse|TRUE
948|8 buttons|TRUE
948|USB connection|TRUE
948|20 million clicks|TRUE
948|DPI 16000|TRUE
949|Multi Styler|TRUE
949|13-in-1|TRUE
949|For beard|TRUE
949|For hair|TRUE
949|for the nose|TRUE
949|body|TRUE
949|Stainless steel blades with titanium surface|TRUE
949|Effective cutting off|TRUE
949|100% waterproof|TRUE
949|Motor type|DC engine
949|A blade for a beard|32mm
949|Hair haircut|(3-6-9-12-15-18mm)
949|Engine at speed|6500 rev/min
949|Min.Cutting length|0.5 mm
949|Max.Cutting length|18 mm
949|Settings|26
949|Working hours|120 min
949|Charging time|90 min
949|LED indicator|TRUE
949|Lithium-ion battery batteries|TRUE
950|Gaming keyboard|TRUE
950|Input|USB
950|Backlight|RGB
950|Windows 7/8/10|TRUE
951|Gaming headphones|TRUE
951|Surround 7.1|TRUE
951|Frequency|20-20KHz
952|Fan|TRUE
952|Noise level|46 dB
952|Speeds|3
952|Air flow|2040 m³/h
952|Cable length|1.8 m
953|Vacuum cleaner|TRUE
953|Green Force Cyclonic Effitech®+|TRUE
953|Engine power|900 w
953|The level of noise|69DB
953|Ergo -comfort handle|TRUE
953|Xxl powder US|TRUE
953|Capacity of the powder container|2.5l
953|Radius of use|9m
953|HEPA filtration (min. 99.98%)|TRUE
953|Eco design made 67% of recycled plastic|TRUE
953|Telescopic tube|TRUE
954|Gaming Mouse|TRUE
954|6 buttons|TRUE
954|USB connection|TRUE
954|DPI 3200|TRUE
954|Interface|USB 2.0 Full Speed ​​3.0
955|Multistyler|TRUE
955|Engine speed|6500 rev/min
955|Minimum cutting length|1 mm
955|Maximum cutting|12 mm
955|Number of extensions|9
955|Level adjustment levels|13
955|9 Accessories for full care of your hair  beard and face|TRUE
955|Minimum cutting length of 1 mm and 4 fixed combs (3  6  9  12 mm)|TRUE
955|Knives of stainless steel|TRUE
955|32mm beard blade with minimum cutting length of 1mm|TRUE
955|Adjustable Beard Comb of 3 to 7mm|TRUE
955|Precision adjustment 1mm|TRUE
955|Autonomy|60 min
955|Battery type|Nimh
955|Compact design|TRUE
955|Wireless use|TRUE
956|Fan|TRUE
956|Power|40 w
956|Min.noise level|46 dB
956|Max.noise level|61 dB
956|Number of speeds|3
956|Cable length|1.8m
957|Fan|TRUE
957|3 speeds|TRUE
957|Timer|TRUE
957|Auto function|TRUE
957|Transport handle|TRUE
957|Place to store cable|TRUE
958|Monitor|TRUE
958|Screen|27” (68.6cm)
958|Resolution|(1 920 x 1 080)
958|Image ratio|16: 9
958|Type of panel|Va
958|Curved-raider display|TRUE
958|Screen curvature|1000r
958|Light|250 cd/m2
958|Refreshment speed|MAX 75Hz
958|Static contrast ratio|3000: 1
958|Answer time|4ms (g/g)
958|Viewing angle (horizontal/vertical)|178°/178°
958|Color support|Max 16.7m
958|Eco Saving Plus|TRUE
958|Eye Saver mode|TRUE
958|Game mode|TRUE
958|Flicker Free|TRUE
958|Freesync technology|TRUE
958|HDMI|TRUE
958|Displayport|TRUE
958|Speakers|Stereo
958|Tilt|-3 '(± 2') ~ 20 '(± 2')
959|Mousepad Redragon Suzaku Gaming Extended|TRUE
960|Monitor|TRUE
960|Screen|27” (68.6cm)
960|Resolution|(1 920 x 1 080)
960|Image ratio|16: 9
960|Type of panel|Va
960|Flat-raider display|TRUE
960|Light|250 cd/m2
960|Refreshment speed|MAX 144Hz
960|Static contrast ratio|3000: 1
960|Answer time|1ms (g/g)
960|Viewing angle (horizontal/vertical)|178°/178°
960|Color support|Max 16.7m
960|Eco Saving Plus|TRUE
960|Eye Saver mode|TRUE
960|Game mode|TRUE
960|Flicker Free|TRUE
960|Freesync premium technology|TRUE
960|Black Equalizer|TRUE
960|Refresh Rate Optimizor|TRUE
960|HDMI|TRUE
960|Displayport|TRUE
960|Has (Setting up with the possibility)|120.0 ± 5.0 mm
960|Tilt|-2.0? (± 2.0?) ~ 25.0? (± 2.0?)
960|Turning|-15.0° (± 2.0°) ~ 15.0° (± 2.0°)
960|Rotate|-2.0° (± 2.0°) ~ 92.0° (± 2.0°)
961|Monitor|TRUE
961|Screen|27” (68.5cm)
961|Resolution|(2 560 x 1 440)
961|Image ratio|16: 9
961|Type of panel|IPS
961|Flat-raider display|TRUE
961|Light|300 cd/m2
961|Refreshment speed|MAX 75Hz
961|Static contrast ratio|1000: 1
961|Answer time|5ms (g/g)
961|Viewing angle (horizontal/vertical)|178°/178°
961|Color support|MAX 1.07B
961|Eco Saving Plus|TRUE
961|Eco Light Sensor|TRUE
961|Eye Saver mode|TRUE
961|Game mode|TRUE
961|Image in the picture|TRUE
961|Picture-by-Picture (Figure beside Picture)|TRUE
961|Flicker Free|TRUE
961|HDMI|TRUE
961|Displayport|TRUE
961|Has (Setting up with the possibility)|120.0mm (± 5.0mm)
961|Tilt|-2.0? (± 2.0?) ~ 25.0? (± 2.0?)
961|Turning|-30.0? (± 2.0?) ~ 30.0? (± 2.0?)
961|Rotate|-2? (± 2.0?) ~ 92? (± 2.0?)
962|Monitor|TRUE
962|Screen|27” (68 58cm)
962|Resolution|(1 920 x 1.080) FHD
962|Image ratio|16: 9
962|Flat screen|TRUE
962|Type of panel|IPS
962|Light|320 CD/?
962|Refreshment speed|MAX 240Hz
962|Static contrast ratio|1000: 1
962|Reaction time|1ms
962|Viewing angle (horizontal/vertical)|178°/178°
962|Color support|16.7m
962|Eye Saver mode|TRUE
962|Flicker Free|TRUE
962|Nvidia G-Sync Compatible|TRUE
962|Freesync premium|TRUE
962|HDMI|TRUE
963|Monitor|TRUE
963|Screen|27” (68.6cm)
963|Resolution|(1 920 x 1 080)
963|Image ratio|16: 9
963|Type of panel|Va
963|Curved-a-clash display|TRUE
963|Screen curvature|1800r
963|Light|250 cd/m2
963|Refreshment speed|MAX 75Hz
963|Static contrast ratio|3000: 1
963|Answer time|4ms (g/g)
963|Viewing angle (horizontal/vertical)|178°/178°
963|Color support|Max 16.7m
963|Eco Saving Plus|TRUE
963|Eye Saver mode|TRUE
963|Game mode|TRUE
963|Flicker Free|TRUE
963|Freesync technology|TRUE
963|HDMI|TRUE
963|Tilt|-2.0º (± 2.0º) ~ 22º (± 2.0º)
964|Monitor|TRUE
964|Screen|27” (68.6cm)
964|Resolution|(1 920 x 1 080)
964|Image ratio|16: 9
964|Type of panel|IPS
964|Flat-raider display|TRUE
964|Light|250 cd/m2
964|Refreshment speed|MAX 75Hz
964|Static contrast ratio|1000: 1
964|Answer time|5ms (g/g)
964|Viewing angle (horizontal/vertical)|178°/178°
964|Color support|Max 16.7m
964|Eco Saving Plus|TRUE
964|Eye Saver mode|TRUE
964|Game mode|TRUE
964|Flicker Free|TRUE
964|Freesync technology|TRUE
964|HDMI|TRUE
964|Tilt|-2.0° (-1.0°/+2.0°) ~ 20.0° (± 2.0°)
965|Monitor|TRUE
965|Screen|27” (68.5cm) FHD
965|Resolution|1920x1080
965|Aspect Ratio|16: 9
965|HDR10|TRUE
965|Bluetooth|TRUE
965|Contrast ratio static|3 000: 1
965|Brightness|250cd/m2
965|Reaction time|8ms
965|Supported colors|16.7m
965|Angle of visibility|178°/178°
965|HDMI|TRUE
965|USB Hub|TRUE
966|Monitor|TRUE
966|Screen|27” (68.5cm) FHD IPS 75 Hz
966|Resolution|1920x1080
966|Contrast ratio static|1000: 1
966|Aspect Ratio|16: 9
966|Brightness|300cd/m2
966|Reaction time|4ms
966|Supported colors|16.7m
966|Angle of visibility|178°/178°
966|HDMI|TRUE
966|Displayport|TRUE
966|Audio line-out|TRUE
967|Monitor|TRUE
967|Screen|32” (80cm)
967|Resolution|(2 560 x 1 440)
967|Image ratio|16: 9
967|Type of panel|Va
967|Flat-raider display|TRUE
967|Light|300 cd/m2
967|Refreshment speed|MAX 75Hz
967|Static contrast ratio|3000: 1
967|Answer time|5ms (g/g)
967|Viewing angle (horizontal/vertical)|178°/178°
967|Color support|MAX 1.07B
967|Eco Saving Plus|TRUE
967|Eco Light Sensor|TRUE
967|Eye Saver mode|TRUE
967|Game mode|TRUE
967|Image in the picture|TRUE
967|Picture-by-Picture (Figure beside Picture)|TRUE
967|Flicker Free|TRUE
967|HDMI|TRUE
967|Displayport|TRUE
967|USB Hub x 3|TRUE
967|Has (Setting up with the possibility)|120.0mm (± 5.0mm)
967|Tilt|-2.0? (± 2.0?) ~ 25.0? (± 2.0?)
967|Turning|-30.0? (± 2.0?) ~ 30.0? (± 2.0?)
967|Rotate|-2? (± 2.0?) ~ 92? (± 2.0?)
968|Monitor|TRUE
968|Screen|32” (80cm)
968|Resolution|(2 560 x 1 440)
968|Image ratio|16: 9
968|Type of panel|Va
968|Curved-a-clash display|TRUE
968|Screen curvature|1000r
968|Light|300 cd/m2
968|Refreshment speed|MAX 165Hz
968|Static contrast ratio|2500: 1
968|Answer time|1ms (g/g)
968|Viewing angle (horizontal/vertical)|178°/178°
968|Color support|Max 16.7m
968|Eye Saver mode|TRUE
968|Game mode|TRUE
968|Flicker Free|TRUE
968|Freesync technology|TRUE
968|Refresh Rate Optimizor|TRUE
968|HDMI|TRUE
968|Displayport|TRUE
968|Tilt|-2 ~ 18
969|"Frame for tv samsung 32 ""VG-SCFT32BE/XC Beige"|TRUE
970|Size|55”
970|Compatible for a model|LS03A
971|Compatible for a model|LS03A
972|"Frame for tv samsung 32 ""VG-SCFT32VL/XC"|TRUE
973|"Frame for tv samsung 50 ""VG-SCFT50BE Beige"|TRUE
974|"Frame for tv samsung 43 ""VG-SCFA43TKBXC Teak"|TRUE
975|Frame for tv samsung 50 '|TRUE
976|Monitor|TRUE
976|Screen|32” (80cm)
976|Resolution|(1920 x 1080)
976|Image ratio|16: 9
976|Type of panel|Va
976|Curved-a-clash display|TRUE
976|Screen curvature|1500r
976|Light|250 cd/m2
976|Refreshment speed|MAX 60Hz
976|Static contrast ratio|2500: 1
976|Answer time|4ms (g/g)
976|Viewing angle (horizontal/vertical)|178°/178°
976|Color support|MAX 1B
976|Samsung Magicbright|TRUE
976|Samsung MagicupScale|TRUE
976|Eye Saver mode|TRUE
976|Game mode|TRUE
976|Picture-by-Picture (Figure beside Picture)|TRUE
976|Flicker Free|TRUE
976|HDMI|TRUE
976|Displayport|TRUE
976|V-shaped simple holder|TRUE
976|Tilt|-1.0°? -2.0° ~+1.0°? ~+17.0°? ± 2.0°?
977|Microphone|TRUE
977|Material|metal
977|Impecement|2.2K
977|Sensitivity|-45 ± 3DB
977|Frequency|20Hz-20KHz
977|USB connection|TRUE
977|Cable length|1.7m
978|Gaming Mouse|TRUE
978|Input|USB 2.0 Full Speed.3.0
978|Cable|1.8m
978|Resolution|100 to 10000 dpi
979|Mousepad|TRUE
979|Dimension|30 × 22 × 2 cm
980|Wireless Gaming Mouse|TRUE
980|Connection|Razer™ Hyperspeed 2.4GHz Wireless + Bluetooth®
980|Time of use Wi-Fi|up to 425h
980|Time of work bt|up to 950h
980|Sensor|optical
980|Sensitivity|18000dpi
980|6 buttons|TRUE
980|Buttons type|2ND-Gen Razer™ Mechanical Mouse Switches
980|Weight|60g
980|Battery type|AA
981|Gaming Mouse|TRUE
981|USB connection|TRUE
981|Sensor|optical
981|Resolution|3000 dpi
982|Mouse|TRUE
982|Connection|USB
982|Sensor|optical
982|DPI|7200
982|Buttons|8
982|7 RGB Color Modes|TRUE
982|Compatible|Windows 7/8 / 10
983|Headphones|TRUE
983|Dynamic RGB lighting|TRUE
983|2.0 Surround|TRUE
983|Making|memory foam
983|Compatibility|PC/PS4/XBOX ONE/Ns
983|Detachable Clear Mic|TRUE
983|Connection|3.5mm + USB
984|Microphone|TRUE
984|Ultra-compact capacitor microphone Razer ™|TRUE
984|Clear sound with improved properties to reduce ambient noise|TRUE
984|Min 44.1 kHz / max 48 kHz|TRUE
984|Ultra compact construction|TRUE
984|Striking resistant|TRUE
984|The 14mm capacitor capsule provides more precise reproduction of the voice|TRUE
985|Mousepad Razer Sphex V3 Ultra Thin Gaming Mat - Small|TRUE
986|Gaming headphones|TRUE
986|Frequency|20Hz-20KHz
986|Sensitivity|113db
986|Compatible|Windows XP Vista Windows 7 Windows 8 Windows 10
986|Cable length|2m
986|3.5 mm jack|TRUE
987|Speaker|TRUE
987|Power|5w x 2
987|Lighting|TRUE
987|3.5mm mic/headset jack|TRUE
987|2.0 channel stereo|TRUE
988|Mousepad|TRUE
988|Ultra slim|0.4mm
988|Making material|Polycarbonate
988|Dimensions|450x400mm
989|Microphone|TRUE
989|Frequency|50Hz-16KHz
989|Sensitivity|-30db ± 3DB
989|3.5mm jack|TRUE
989|Cable length|1.8m
990|Keyboard|TRUE
990|7 LED backlit|TRUE
990|Connection|USB 2.0
991|Headphones|TRUE
991|System|Virtual Surround 7.1
991|Frequency|20 - 20k hz
991|Connection|USB 2.0
991|Microphone|TRUE
991|RGB|TRUE
991|Sensitivity|117DB
992|Laptop cooler|TRUE
992|RGB lighting|TRUE
992|2 USB ports|TRUE
992|RGB lighting button|TRUE
992|Couler Control Button|TRUE
992|Noise|56DB
992|Compatible with 15-17 ″ laptops|TRUE
993|Mouse|TRUE
993|5 Backlit Modes|TRUE
993|8000 dpi|TRUE
993|11:|TRUE
994|Converter|TRUE
994|Connection|3X USB Ports and 2 X Type-C Ports
994|Compatible|Nintendo Switch PlayStation 3 PlayStation 4 and Xbox One
995|Gaming Mouse|TRUE
995|Resolution|500/1000/2000/3000/6200
995|18 buttons|TRUE
995|Connection|USB 2.0 Full Speed.3.0
995|Cable length|1.8m
996|Mouse|TRUE
996|USB connection|TRUE
996|Sensor|optical
996|Resolution|2400 dpi
996|250 Hz / 4 ms|TRUE
996|Windows 7/8/10  MacOS  Linux|TRUE
997|Gamepad|TRUE
997|Compatible|Android PlayStation PSP3 PS3 Windows 10 8 7 Vista XP
997|Wireless 2.4GHz|TRUE
997|USB connection|TRUE
998|Mouse|TRUE
998|Resolution|500/1000/2000/3000/5000 dpi
998|Connection|USB 2.0 Full Speed.3.0
998|Cable length|1.8m
999|Gaming headphones|TRUE
999|Microphone|TRUE
999|7.1 Surround Sound|TRUE
999|Works on PC  PS4/3 & Xbox One/Series X  Ns|TRUE
999|Connector|3.5mm jack
1000|Keyboard|TRUE
1000|Type|mechanical
1000|Connection|USB
1000|RGB omo|TRUE
1000|Compatible|Windows 7/8/10
1009|Laptop|TRUE
1009|Display|15.6” (39.6cm)
1009|Resolution|(1920 x 1080) FHD IPS Slimbezel
1009|Processor|Intel® Core™ i5-1240p (12C 16T Max Turbo Frequency 4.40 GHz Cache 12 MB)
1009|Graphics|Nvidia® GeForce RTX™ 2050 4GB GDDR6
1009|RAM|16GB DDR4
1009|Disk (storage)|512GB PCIE NVME SSD
1009|LAN|IEEE 802.11 A/B/G/N/AC/AX
1009|Gigabit Ethernet|TRUE
1009|Wireless|Wi-Fi 6 AX + BT
1009|Acer PBA Fingerprint Reader|TRUE
1009|HD TNR Camera|TRUE
1009|Without an operating system|TRUE
1009|Battery|50Wh Li-ion
1009|Adapter|90W
1014|Web camera|TRUE
1014|Resolution|(1920x1080)
1014|Lenses|1/2.9”
1014|Format|MJPG Yuy2
1014|Compatible|7/8.1/10
1014|Frames Per Second (FPS)|30
1017|Delivery deadline|5-20 days
1017|Volume|200 x 200 x 200
1017|Complete aluminum construction|TRUE
1017|Print speed|up to 100mm / s
1017|Print precision|0.10
1017|Max temperature on the head|260°C.
1017|Max temperature on the platform|120°C.
1017|Filament diameter|1.75 mm
1017|Nozzle diameter|0.4 mm
1017|Supported drawing format|Stl
1017|Compatible files|3MF .Stl .obj g-code
1017|Technology|FDM
1017|WiFi/ USB|TRUE
1018|Filter material with advanced 3M ™|TRUE
1018|Helps holders breathe easily through a more comfortable respirator|TRUE
1018|Unique design with 3 panels|TRUE
1018|Provides greater facial movements during speech|TRUE
1018|Reduces the blurring of the glasses|TRUE
1018|FFP2 protection - Protection from dust and fog in a wide range|TRUE
1023|Mouse pad|TRUE
1023|Size|29x22x3mm
1024|Mousepad|TRUE
1024|Color|black with red
1024|Dimensions|300x700x3mm
1026|Keyboard|TRUE
1026|USB connection|TRUE
1026|Cable length|1.5m
1029|Mousepad|TRUE
1029|Addison|TRUE
1029|Rampage|TRUE
1029|300350|TRUE
1029|350x250x1mm|TRUE
1031|Mousepad|TRUE
1031|Size|32x27x3mm
1064|IPad|TRUE
1064|Screen|10.9” (27.9 cm) Led‑backlit Multi‑touch Display with IPS Technology
1064|Operating system|iPados
1064|Resolution|2360-1640 PIX
1064|Chipset|Apple M1 chip.8-core.CPU 8-core graphics.Apple Neural Engine
1064|Cpu|Octa-core
1064|Internal memory|256GB
1064|RAM|8GB
1064|Primary camera|12MP Wide Camera ƒ/1.8 AperTure Digital Zoom Up to 5x Five-Element Lens Autofocus with Focus Pixels Panorama (Up to 63MP) Smart HDR 3 Wide Color Captain Auto ImageStabilization Burst Mode Image Formats Captured: Heif and JPEG
1064|Secondary camera|12MP Ultra Wide Front Camera 122° Field of View ƒ/2.4 Aperture Smart HDR 3 1080p HD Video Recording at 25 FPS 30 FPS or 60 FPS Time‑Lapse Video with Stabilization Exteded Dynamic Range o 30FPS Cinematic Video Stabilization (1080p and 720p) Wide Color Capture for Photos and Live Photos Lens Correction Retina Flash Auto Image Stabilization Burst mode
1064|Wifi|802.11AX Wi-Fi 6
1064|Bluetooth|5.0 Technology
1064|USB|Type-C
1064|Fast Charging|20W
1064|Battery|Li-ion (32.4 WH)
1073|Monitor|Screen: 27” (68.6cm) FHD
1073|Resolution|1920x1080
1073|IPS panel|TRUE
1073|Flat|TRUE
1073|Aspect Ratio|16: 9
1073|Contrast ratio static|1 000: 1
1073|Brightness|250cd/m2
1073|Reaction time|1ms
1073|Refresh rate|165Hz
1073|Supported colors|16.7m
1073|Speakers|2 w x 2
1073|Freesync premium|TRUE
1073|Ergonomic info|Tilt / -4 / 21.5
1073|Height adjust (mm)|130mm
1073|Angle of visibility|178°/178°
1073|HDMI|TRUE
1073|Displayport|TRUE
1073|USB 3.2|TRUE
1079|Monitor|TRUE
1079|Screen|27” (68.6cm) FHD
1079|Resolution|1920x1080
1079|IPS panel|TRUE
1079|Flat|TRUE
1079|Aspect Ratio - 16: 9|TRUE
1079|Contrast ratio static|1 000: 1
1079|Brightness|250cd/m2
1079|Reaction time|1ms
1079|Refresh rate|165Hz
1079|Supported colors|16.7m
1079|Angle of visibility|178°/178°
1079|HDMI|TRUE
1079|Displayport|TRUE
1079|Vga|TRUE
1079|Audio in|TRUE
1079|Speakers|2 w x 2
1079|Freesync premium and g-sync compatible|TRUE
1079|Ergonomic info|Tilt / -5/23
1083|Stove|TRUE
1083|4 roots|TRUE
1083|Mechanical controls|TRUE
1083|Dimensions|85x60x55cm
1083|One Express Heating Plate|TRUE
1083|Double Glass on the oven|TRUE
1083|The casserole drawer|TRUE
1083|stove cover|TRUE
1085|Mousepad Addison Rampage MP-12|TRUE
1085|Dimensions|340x260x2.5mm
1086|Batteries AAA|TRUE
1086|800mAh|TRUE
1086|Quantity|2
1101|Mobile phone|iOS 17.0
1101|IP68 Waterproof (up to 6m for 30 min)|TRUE
1101|Apple Pay System|TRUE
1101|Ultra wide range support|TRUE
1101|Screen|6.1”Super Retina XDR Display
1101|Resolution|1179 x 2556 pixels
1101|Chipset|Apple A17 Pro (3 nm)
